timestamp,entropy,skill_name,key_pressed,active_skills,player_x,player_y,kill_count,kill_reward
1768629335.8395863,121835.00,점프,down+e,None,92,45,1405,12
1768629340.0314367,157657.00,Idle,right,None,51,54,1425,20
1768629344.6029968,125193.00,점프,e+right,None,85,26,1446,21
1768629348.799382,142420.00,Idle,left,None,51,56,1465,19
1768629353.3685272,104963.00,Idle,right,None,81,25,1487,22
1768629357.5828009,149513.00,점프,e+left,None,62,66,1507,20
1768629362.276241,114443.00,Idle,right,None,85,29,1522,15
1768629366.5959918,147444.00,싸이킥 불릿,left+r,None,76,67,1540,18
1768629371.3690095,117226.00,싸이킥 불릿,r+right,None,69,25,1560,20
1768629375.6708417,128964.00,Idle,left,None,76,59,1581,21
1768629380.233781,122026.00,Idle,right,None,94,23,1595,14
1768629384.6009803,152041.00,Idle,left,None,34,61,1615,20
1768629389.41644,122959.00,Idle,right,None,94,23,1634,19
1768629394.0836818,152227.00,점프,e+left+r,None,71,62,1665,31
1768629398.3760662,122682.00,싸이킥 불릿,r+right,None,48,45,1673,8
1768629402.782411,136164.00,Idle,left,None,89,57,1693,20
1768629407.7604747,98447.00,Idle,left,None,143,51,1701,8
1768629412.1007204,110008.00,Idle,None,None,58,32,1720,19
1768629416.5546875,136554.00,Idle,down,None,87,37,1747,27
1768629421.3010929,113498.00,점프,e+right,None,28,52,1767,20
1768629425.7508466,137213.00,점프,down+e,None,75,44,1794,27
1768629430.322875,146629.00,Idle,None,None,30,51,1812,18
1768629435.2967615,126620.00,점프,e+r+right,None,87,20,1834,22
1768629439.8839808,140263.00,Idle,left,None,37,57,1851,17
1768629444.4036384,124309.00,Idle,right,None,83,34,1871,20
1768629449.3068662,125864.00,Idle,left,None,48,54,1897,26
1768629453.896111,125481.00,점프,e+right,None,89,34,1922,25
1768629458.9056084,132691.00,점프,e+left,None,34,64,1940,18
1768629463.5275536,114486.00,점프,e+right,None,82,30,1968,28
1768629468.0366497,160184.00,Idle,left,None,85,60,1991,23
1768629472.650446,97374.00,점프,e+left+r,None,144,51,1839,0
1768629477.1377535,134238.00,Idle,None,None,51,27,2018,179
1768629481.7687087,134476.00,싸이킥 불릿,left+r,None,84,67,2036,18
1768629486.4338584,133855.00,점프,e+up,None,44,27,2061,25
1768629491.1221387,147616.00,싸이킥 불릿,left+r,None,87,60,2081,20
1768629496.2762873,122994.00,Idle,up,None,43,27,2102,21
1768629500.9764702,144313.00,Idle,right,None,89,43,2132,30
1768629505.6771739,150970.00,Idle,right+up,None,36,51,2150,18
1768629510.818725,118565.00,Idle,right,None,82,23,2169,19
1768629515.487362,140535.00,Idle,left,None,43,66,2196,27
1768629520.1590297,131560.00,Idle,right,None,80,31,2213,17
1768629525.2769687,128416.00,Idle,left,None,35,62,2237,24
1768629530.0347042,125310.00,Idle,right,None,96,34,2258,21
1768629534.8172953,145318.00,Idle,None,None,56,60,2275,17
1768629539.9660077,107589.00,Idle,left,None,146,51,2297,22
1768629544.8352404,128048.00,점프,e+up,None,82,34,2313,16
1768629549.6509552,158613.00,Idle,left,None,90,50,2349,36
1768629555.4304526,103048.00,점프,e+up,None,36,41,2372,23
1768629560.7235107,99951.00,Idle,right,None,85,29,2409,37
1768629565.5991442,155166.00,점프,e+up,None,41,67,2429,20
1768629570.4280274,123992.00,Idle,right,None,84,32,2448,19
1768629575.7085354,146664.00,싸이킥 불릿,left+r,None,41,58,2471,23
1768629580.5884125,135781.00,Idle,right,None,74,26,2490,19
1768629585.5238485,140223.00,점프,e+left,None,64,67,2517,27
1768629590.8815753,114833.00,Idle,right,None,100,47,2539,22
1768629595.8145442,153379.00,싸이킥 불릿,r+right,None,43,59,2561,22
1768629600.8683536,96139.00,Idle,left,None,126,34,2585,24
1768629605.8602493,125015.00,점프,e+right,None,85,32,2598,13
1768629611.284187,154897.00,Idle,left,None,59,61,2627,29
1768629616.6972466,110193.00,점프,e+up,None,54,31,2646,19
1768629622.0192783,144361.00,점프,down+e,None,85,46,2672,26
1768629627.0844848,134202.00,Idle,right+up,None,38,51,2699,27
1768629632.1472063,119771.00,싸이킥 불릿,r+right,None,94,30,2721,22
1768629637.1352744,132512.00,싸이킥 불릿,left+r,None,45,58,2753,32
1768629642.5883687,124972.00,점프,e,None,74,25,2779,26
1768629647.946737,160572.00,점프,down+e+r,None,91,63,2803,24
1768629652.9050293,114355.00,싸이킥 불릿,left+r,None,25,41,2823,20
1768629657.937525,124420.00,싸이킥 불릿,left+r,None,98,51,2852,29
1768629663.473822,143282.00,Idle,right+up,None,29,45,2868,16
1768629668.9929218,113092.00,Idle,None,None,80,25,2890,22
1768629674.4974148,147398.00,Idle,left,None,59,62,2918,28
1768629679.9659362,139541.00,점프,e,None,65,31,2930,12
1768629685.4650664,155093.00,Idle,right,None,91,61,2960,30
1768629691.028072,131703.00,점프,e+left+r,None,138,67,2972,12
1768629696.503021,123488.00,Idle,right,None,91,41,2991,19
1768629702.2245688,162300.00,Idle,None,None,49,67,3020,29
1768629707.7602031,148071.00,Idle,up,None,66,29,3038,18
1768629713.294564,137886.00,점프,e,None,87,60,3074,36
1768629718.8115363,117117.00,Idle,up,None,30,39,3090,16
1768629724.3347936,150607.00,점프,e+right,None,96,43,3121,31
1768629729.9159968,156045.00,Idle,left,None,36,62,3146,25
1768629735.4984367,120135.00,Idle,right,None,71,27,3174,28
1768629741.103814,139435.00,싸이킥 불릿,r+right,None,87,41,3206,32
1768629746.7584822,149336.00,Idle,None,None,29,62,3229,23
1768629752.3374581,104627.00,Idle,down,None,141,50,3246,17
1768629757.9719942,143936.00,Idle,up,None,32,34,3270,24
1768629763.0961003,128630.00,Idle,None,None,74,44,3304,34
1768629768.1853778,162575.00,싸이킥 불릿,left+r,None,40,66,3322,18
1768629773.8176453,115995.00,Idle,left,None,61,26,3346,24
1768629779.40606,144077.00,Idle,right,None,88,51,3380,34
1768629785.000552,166415.00,싸이킥 불릿,left+r,None,33,67,3394,14
1768629790.6780272,132408.00,Idle,up,None,75,24,3426,32
1768629796.2492077,133952.00,Idle,down,None,85,55,3454,28
1768629801.8231363,138641.00,Idle,right,None,41,52,3478,24
1768629807.3254852,119075.00,Idle,left,None,147,51,3504,26
1768629812.9509697,141521.00,점프,e,None,49,32,3527,23
1768629818.6714187,132771.00,Idle,left,None,130,61,3549,22
1768629824.3807611,130714.00,Idle,None,None,88,33,3563,14
1768629830.0691464,159877.00,싸이킥 불릿,left+r,None,90,66,3607,44
1768629835.670656,158540.00,점프,e+up,None,34,40,3625,18
1768629841.2931347,114169.00,점프,e+right,None,78,32,3653,28
1768629846.9199328,150372.00,Idle,None,None,70,61,3682,29
1768629852.550748,135563.00,Idle,None,None,36,32,3705,23
1768629858.1808295,117338.00,Idle,None,None,62,67,3724,19
1768629863.826049,116065.00,Idle,left,None,62,67,3724,0
1768629869.463113,125378.00,Idle,up,None,63,33,3752,28
1768629875.1541739,142806.00,Idle,down,None,91,50,3776,24
1768629880.836268,150282.00,점프,e+left,None,40,51,3803,27
1768629886.4275007,118829.00,Idle,right,None,81,29,3825,22
1768629892.0277648,151972.00,Idle,up,None,102,63,3856,31
1768629897.6998503,138669.00,Idle,right,None,95,43,3868,12
1768629903.3923194,165997.00,싸이킥 불릿,left+r,None,64,59,3896,28
1768629909.0182524,117938.00,싸이킥 불릿,r+right,None,46,27,3921,25
1768629914.2429497,137915.00,Idle,right,None,87,47,3950,29
1768629919.4747562,143946.00,Idle,up,None,35,43,3970,20
1768629925.1991918,112994.00,Idle,right,None,92,44,3995,25
1768629930.770053,139488.00,Idle,down,None,72,66,4032,37
1768629936.0560515,151624.00,Idle,right,None,39,52,4052,20
1768629941.7453382,125151.00,Idle,right,None,91,28,4081,29
1768629946.9910204,161164.00,Idle,left,None,59,64,4099,18
1768629952.1916049,131200.00,Idle,right+up,None,60,34,4124,25
1768629957.9046366,143887.00,싸이킥 불릿,left+r,None,76,45,4145,21
1768629963.5630245,139613.00,Idle,None,None,124,58,4165,20
1768629969.2347758,123164.00,Idle,right,None,68,61,4191,26
1768629974.733277,132473.00,점프,e+right,None,31,19,4206,15
1768629979.9138484,135918.00,Idle,right,None,100,24,4225,19
1768629985.1632135,157144.00,Idle,None,None,45,67,4254,29
1768629990.368908,113636.00,Idle,left,None,52,34,4263,9
1768629996.1876702,146388.00,Idle,right,None,93,67,4279,16
1768630001.9998913,148375.00,Idle,left,None,49,33,4300,21
1768630007.7605836,156504.00,Idle,None,None,78,59,4337,37
1768630013.5966296,106000.00,Idle,up,None,115,33,4350,13
1768630019.3737721,125399.00,Idle,None,None,50,54,4380,30
1768630025.238919,131320.00,Idle,None,None,132,51,4402,22
1768630031.2284632,101355.00,싸이킥 불릿,left+r,None,132,51,4402,0
1768630037.1183054,142413.00,Idle,right,None,45,36,4427,25
1768630043.056,151478.00,점프,e+left,None,67,66,4450,23
1768630048.9008882,95878.00,싸이킥 불릿,left+r,None,137,46,4473,23
1768630054.85996,145515.00,Idle,left,None,50,66,4499,26
1768630060.8176076,144635.00,Idle,up,None,40,29,4532,33
1768630066.7526278,124153.00,점프,e+right,None,84,44,4557,25
1768630072.7553675,139794.00,Idle,down,None,73,61,4588,31
1768630078.6838334,137356.00,점프,e+up,None,37,34,4615,27
1768630084.695614,131669.00,Idle,right,None,86,37,4646,31
1768630090.6772087,169455.00,점프,e+left+r,None,59,66,4676,30
1768630096.5360866,108827.00,싸이킥 불릿,r+right,None,73,24,4695,19
1768630102.5445857,146039.00,Idle,right,None,96,37,4736,41
1768630108.488481,145638.00,Idle,left,None,40,67,4759,23
1768630114.522264,158619.00,Idle,right,None,82,33,4780,21
1768630120.5202177,147026.00,점프,e+up,None,133,61,4805,25
1768630126.4899952,109969.00,점프,e+right,None,93,31,4821,16
1768630132.4587827,146534.00,싸이킥 불릿,left+r,None,38,57,4850,29
1768630138.341833,121748.00,Idle,right,None,61,28,4872,22
1768630144.2046015,136777.00,싸이킥 불릿,r,None,36,50,4894,22
1768630150.14937,132679.00,Idle,up,None,81,29,4918,24
1768630156.17638,127969.00,점프,down+e,None,107,60,4949,31
1768630162.273224,143443.00,Idle,up,None,46,55,4977,28
1768630168.2986615,127344.00,싸이킥 불릿,r+right,None,95,37,5007,30
1768630174.2310998,146702.00,Idle,left,None,60,52,5032,25
1768630180.2411847,147323.00,에르다 샤워,4+left,None,46,45,5060,28
1768630186.206289,98996.00,싸이킥 불릿,e+left+r,None,149,51,5087,27
1768630192.2115216,120411.00,Idle,right,None,63,24,5101,14
1768630198.2314916,137186.00,Idle,up,None,83,46,5139,38
1768630204.2031968,147407.00,점프,e+right,None,84,60,5170,31
1768630210.2078729,119114.00,싸이킥 불릿,r+right,None,18,38,5188,18
1768630216.2138426,122002.00,점프,e+left,None,84,30,5215,27
1768630222.199207,103830.00,점프,e+up,None,41,64,5258,43
1768630228.190854,97211.00,Idle,left,None,96,53,5284,26
1768630234.2045288,117425.00,싸이킥 불릿,r+right,None,84,34,5312,28
1768630240.2407188,152473.00,싸이킥 불릿,r+right,None,31,58,5336,24
1768630246.052959,92577.00,Idle,left,None,141,51,5361,25
1768630251.895359,115403.00,Idle,right,None,60,32,5382,21
1768630257.732857,139548.00,싸이킥 불릿,left+r,None,78,40,5406,24
1768630263.554422,113782.00,Idle,right,None,59,20,5419,13
1768630268.8747764,145169.00,Idle,down,None,98,67,5448,29
1768630274.2075853,121536.00,Idle,up,None,38,36,5474,26
1768630280.0376065,152524.00,점프,down+e,None,106,44,5503,29
1768630285.8032193,138338.00,Idle,up,None,36,34,5516,13
1768630291.4532557,113392.00,점프,e+r+right,None,88,43,5543,27
1768630297.2510822,140173.00,Idle,down,None,61,57,5571,28
1768630303.0141497,127431.00,Idle,right,None,44,38,5599,28
1768630308.789421,162714.00,점프,e+left,None,97,51,5627,28
1768630314.453814,95953.00,점프,down+e,None,134,47,5639,12
1768630319.9410899,126894.00,Idle,left,None,37,51,5665,26
1768630325.2412627,123759.00,점프,e+right,None,93,33,5688,23
1768630330.6416142,163633.00,점프,down+e,None,67,62,5705,17
1768630335.9452422,104421.00,점프,e+left,None,22,38,5736,31
1768630341.7227798,106146.00,Idle,left,None,85,29,5768,32
1768630347.359815,144663.00,Idle,down,None,104,67,5796,28
1768630353.1977358,158819.00,Idle,left,None,47,52,5815,19
1768630358.8492553,88242.00,점프,e+left+r,None,142,43,5839,24
1768630364.5891767,147529.00,점프,e+left,None,47,57,5869,30
1768630370.4014666,124761.00,싸이킥 불릿,r,None,58,28,5901,32
1768630376.0461626,148149.00,Idle,right,None,75,36,5920,19
1768630381.822855,158276.00,싸이킥 불릿,r+right,None,32,67,5949,29
1768630387.4734292,118115.00,점프,e+left,None,139,51,5961,12
1768630393.245306,117959.00,Idle,None,None,56,29,5981,20
1768630399.0300865,141489.00,Idle,None,None,89,49,6011,30
1768630404.726804,157290.00,Idle,left,None,34,58,6040,29
1768630410.4320586,124052.00,Idle,right+up,None,51,32,6072,32
1768630416.3874853,140439.00,싸이킥 불릿,r+right,None,87,43,6102,30
1768630422.383114,140204.00,싸이킥 불릿,r+right,None,63,57,6130,28
1768630428.4307377,141207.00,Idle,left,None,32,45,6151,21
1768630434.4347324,100276.00,Idle,right+up,None,100,34,6180,29
1768630440.2328348,134530.00,시퀀스1,6+right,None,82,46,6213,33
1768630446.0173018,138120.00,싸이킥 불릿,r+right,None,45,52,6233,20
1768630451.8026106,132037.00,점프,e+r,None,135,44,6281,48
1768630457.7662342,165457.00,Idle,left,None,47,27,6305,24
1768630463.5992494,94547.00,점프,down+e+right,None,94,51,6322,17
1768630469.3501594,112314.00,Idle,left,None,24,38,6357,35
1768630475.0137944,148185.00,점프,e+right,None,93,51,6383,26
1768630480.776906,146141.00,Idle,left,None,41,59,6406,23
1768630486.462073,108093.00,Idle,right,None,79,34,6427,21
1768630492.1474016,144093.00,Idle,left,None,53,66,6458,31
1768630497.916152,131691.00,싸이킥 불릿,r+right,None,39,50,6487,29
1768630503.63625,129511.00,점프,e+up,None,97,23,6508,21
1768630509.3968713,143719.00,Idle,down,None,85,60,6535,27
1768630515.1969373,142818.00,Idle,left,None,52,52,6566,31
1768630521.014306,114952.00,점프,e+left,None,147,51,6587,21
1768630526.6775534,141344.00,점프,e+up,None,52,29,6606,19
1768630532.4483643,138223.00,Idle,down,None,104,46,6628,22
1768630538.1739283,122580.00,Idle,left,None,30,34,6655,27
1768630544.1169302,132384.00,Idle,None,None,145,67,6681,26
1768630550.1918557,115672.00,Idle,None,None,127,51,6688,7
1768630556.1322472,113881.00,Idle,None,None,127,51,6688,0
1768630562.3644772,119278.00,Idle,None,None,55,34,6716,28
1768630568.3392873,146017.00,Idle,left,None,109,60,6746,30
1768630574.4895737,105732.00,싸이킥 불릿,left+r,None,121,40,6760,14
1768630580.7422373,112972.00,Idle,left,None,51,46,6777,17
1768630586.7640512,119865.00,점프,down+e,None,142,51,6805,28
1768630592.72923,155736.00,Idle,left,None,47,51,6834,29
1768630598.70588,110943.00,Idle,None,None,52,48,6860,26
1768630604.6495554,142322.00,점프,down+e,None,75,67,6882,22
1768630610.7137702,127115.00,싸이킥 불릿,r,None,24,34,6307,0
1768630616.706898,138968.00,점프,down+e,None,89,51,6932,625
1768630622.66467,148442.00,Idle,left,None,33,52,6972,40
1768630628.6485868,109541.00,Idle,right,None,81,46,6995,23
1768630634.5875635,118239.00,점프,down+e,None,104,51,7028,33
1768630640.8028092,125078.00,점프,e+up,None,45,41,7048,20
1768630646.994414,141140.00,점프,e,None,87,28,7075,27
1768630652.8690038,138800.00,점프,down+e,None,77,61,7105,30
1768630658.8406749,126276.00,Idle,right,None,18,67,7122,17
1768630664.7763817,108762.00,Idle,left,None,124,41,7145,23
1768630671.0091412,124352.00,Idle,left,None,53,34,7172,27
1768630677.1588097,121561.00,Idle,up,None,81,34,7197,25
1768630683.20309,155950.00,Idle,right,None,91,60,7232,35
1768630689.5014408,129342.00,점프,e+left,None,38,52,7254,22
1768630695.5060396,116515.00,싸이킥 불릿,r,None,74,29,7288,34
1768630701.4831293,137606.00,Idle,right,None,87,46,7322,34
1768630707.4513292,140038.00,Idle,left,None,46,67,7346,24
1768630713.507713,143350.00,Idle,left,None,93,32,7373,27
1768630719.662296,133032.00,Idle,None,None,111,67,7400,27
1768630725.5217655,93642.00,싸이킥 불릿,left+r,None,141,51,7420,20
1768630731.4958649,113652.00,Idle,None,None,53,48,7438,18
1768630737.3781676,113120.00,Idle,None,None,87,23,7477,39
1768630743.230842,153259.00,Idle,None,None,95,66,7503,26
1768630749.1760316,132834.00,Idle,left,None,29,50,7531,28
1768630755.1503193,119472.00,Idle,None,None,87,34,7557,26
1768630761.0488255,146777.00,Idle,None,None,83,64,7579,22
1768630766.9209974,145676.00,Idle,left,None,49,34,7609,30
1768630772.8517456,154766.00,싸이킥 불릿,r+right,None,87,34,7632,23
